GVK_ID	DRUG_NAME	LAST_SIGNIFICANT_UPDATE	STATUS	REASON_WITHDRAWN	REMARKS	DRUG_DOSE	HIGHEST_PHASE_TRIAL	MODE_OF_ACTION	DATABASE_NAME	HIGHEST_PHASE_ALL	APPROVAL_DATE	STD_HIGHEST_PHASE_ALL	FLAG	COMPANY_NAME	GVK_ID_1	FLAG_1	APPROVAL_YEAR	LAST_SIGNIFICANT_UPDATE_YEAR
17000497	AZD-4407	3/22/2007					Discontinued	5-Lipoxygenase inhibitor	CCD	Phase I - Chronic obstructive pulmonary disease; Preclinical - Chronic obstructive pulmonary disease, Inflammatory disease, Asthma; Discontinued - Chronic obstructive pulmonary disease		Phase I	Q3	ASTRAZENECA PLC.	17000497	Q3	1995	2007
17000508	AR-C78511	8/6/2008					No Development	P2Y Purinoceptor 12 antagonist	CCD	No Development - Thrombosis; Preclinical - Thrombosis		Discontinued; Preclinical	Q3	ASTRAZENECA PLC.	17000508	Q3	1995	2008
17000509	AZ-11931285	8/6/2008					No Development	P2Y Purinoceptor 12 antagonist	CCD	No Development - Thrombosis; Preclinical - Thrombosis		Discontinued; Preclinical	Q3	ASTRAZENECA PLC.	17000509	Q3	1995	2008
16001156	A-640	3/5/2007					Preclinical	NS5B polymerase inhibitor; RNA polymerase inhibitor	CCD	Preclinical - Hepatitis C virus infection		Preclinical	Q1Q2	ASTRAZENECA PLC.	16001156	Q1Q2	1995	2007
16001156	A-640	3/5/2007					Preclinical	NS5B polymerase inhibitor; RNA polymerase inhibitor	CCD	Preclinical - Hepatitis C virus infection		Preclinical	Q1Q2	ASTRAZENECA PLC	16001156	Q1Q2	1995	2007
16001157	A-644	3/5/2007					Preclinical	NS5B polymerase inhibitor; RNA polymerase inhibitor	CCD	Preclinical - Hepatitis C virus infection		Preclinical	Q1Q2	ASTRAZENECA PLC.	16001157	Q1Q2	1995	2007
16001157	A-644	3/5/2007					Preclinical	NS5B polymerase inhibitor; RNA polymerase inhibitor	CCD	Preclinical - Hepatitis C virus infection		Preclinical	Q1Q2	ASTRAZENECA PLC	16001157	Q1Q2	1995	2007
16001158	A-972	3/5/2007					Preclinical	NS5B polymerase inhibitor; RNA polymerase inhibitor	CCD	Preclinical - Hepatitis C virus infection		Preclinical	Q1Q2	ASTRAZENECA PLC.	16001158	Q1Q2	1995	2007
16001158	A-972	3/5/2007					Preclinical	NS5B polymerase inhibitor; RNA polymerase inhibitor	CCD	Preclinical - Hepatitis C virus infection		Preclinical	Q1Q2	ASTRAZENECA PLC	16001158	Q1Q2	1995	2007
17000242	AZD-2858	June 12, 2013		AstraZeneca plc. had discontinued the development of AZD-2858 as a result of their failure to meet the target product profile			Discontinued	Glycogen synthase kinase 3 inhibitor	CCD	Discontinued - Alzheimer's disease		Discontinued	Q3	ASTRAZENECA PLC.	17000242	Q3	1995	2013
17000512	AR-C118537XX	8/6/2008					No Development	P2Y Purinoceptor 12 antagonist	CCD	No Development - Thrombosis; Preclinical - Thrombosis		Discontinued; Preclinical	Q3	ASTRAZENECA PLC.	17000512	Q3	1995	2008
17000513	AR-C69581	June 12, 2013					No Development	P2Y Purinoceptor 12 partial inverse agonist	CCD	No Development - Thrombosis; Preclinical - Thrombosis		Discontinued; Preclinical	Q3	ASTRAZENECA PLC.	17000513	Q3	1995	2013
17000084	D-5272	7/30/2002					Discontinued	Steroid hormone receptor agonist	CCD	Discontinued - Asthma; Phase II - Asthma		Phase II	Q3	ASTRA DRACO AB  ASTRAZENECA PLC	17000084	Q3	1995	2002
17000089	ITROCINONIDE	9/27/2002					Discontinued	Glucocorticoid receptor agonist	CCD	Discontinued - Asthma		Discontinued	Q3	ASTRA AB  ASTRAZENECA PLC.	17000089	Q3	1995	2002
16000990	GKA-22	3/20/2008					Preclinical	Glucokinase activator	CCD	Preclinical - Diabetes mellitus		Preclinical	Q1Q2	ASTRAZENECA PLC.	16000990	Q1Q2	1995	2008
16000997	GKA-30	3/20/2008					Preclinical	Glucokinase activator	CCD	Preclinical - Diabetes mellitus		Preclinical	Q1Q2	ASTRAZENECA PLC.	16000997	Q1Q2	1995	2008
16000998	GKA-31	3/20/2008					Preclinical	Glucokinase activator	CCD	Preclinical - Diabetes mellitus		Preclinical	Q1Q2	ASTRAZENECA PLC.	16000998	Q1Q2	1995	2008
16000999	AR-025028	August 14, 2009					Preclinical	Glycogen synthase kinase 3 inhibitor	CCD	Preclinical - Alzheimer's disease		Preclinical	Q1Q2	ASTRAZENECA AB	16000999	Q1Q2	1995	2009
16001001	SN-2127	4/14/2008					Preclinical	Glycogen synthase kinase 3 inhibitor	CCD	Preclinical - Alzheimer's disease		Preclinical	Q1Q2	ASTRAZENECA AB	16001001	Q1Q2	1995	2008
16001002	SN-3728	4/14/2008					Preclinical	Glycogen synthase kinase 3 inhibitor	CCD	Preclinical - Alzheimer's disease		Preclinical	Q1Q2	ASTRAZENECA AB	16001002	Q1Q2	1995	2008
16001616	A-448	3/5/2007					Preclinical	NS5B polymerase inhibitor	CCD	Preclinical - Hepatitis C virus infection		Preclinical	Q1Q2	ASTRAZENECA PLC.	16001616	Q1Q2	1995	2007
16001617	A-510	3/5/2007					Preclinical	NS5B polymerase inhibitor	CCD	Preclinical - Hepatitis C virus infection		Preclinical	Q1Q2	ASTRAZENECA PLC.	16001617	Q1Q2	1995	2007
16001617	A-510	3/5/2007					Preclinical	NS5B polymerase inhibitor	CCD	Preclinical - Hepatitis C virus infection		Preclinical	Q1Q2	ASTRAZENECA PLC	16001617	Q1Q2	1995	2007
16001618	A-521	3/5/2007					Preclinical	NS5B polymerase inhibitor	CCD	Preclinical - Hepatitis C virus infection		Preclinical	Q1Q2	ASTRAZENECA PLC.	16001618	Q1Q2	1995	2007
16001618	A-521	3/5/2007					Preclinical	NS5B polymerase inhibitor	CCD	Preclinical - Hepatitis C virus infection		Preclinical	Q1Q2	ASTRAZENECA PLC	16001618	Q1Q2	1995	2007
16001619	A-524	3/5/2007					Preclinical	NS5B polymerase inhibitor	CCD	Preclinical - Hepatitis C virus infection		Preclinical	Q1Q2	ASTRAZENECA PLC.	16001619	Q1Q2	1995	2007
16001619	A-524	3/5/2007					Preclinical	NS5B polymerase inhibitor	CCD	Preclinical - Hepatitis C virus infection		Preclinical	Q1Q2	ASTRAZENECA PLC	16001619	Q1Q2	1995	2007
16001623	A-850	3/5/2007					Preclinical	NS5B polymerase inhibitor	CCD	Preclinical - Hepatitis C virus infection		Preclinical	Q1Q2	ASTRAZENECA PLC.	16001623	Q1Q2	1995	2007
17000517	AR-C120215XX	8/6/2008					No Development	P2Y Purinoceptor 12 antagonist	CCD	No Development - Thrombosis; Preclinical - Thrombosis		Discontinued; Preclinical	Q3	ASTRAZENECA PLC.	17000517	Q3	1995	2008
17000518	AR-C70300	8/6/2008					No Development	P2Y Purinoceptor 12 antagonist	CCD	No Development - Thrombosis; Preclinical - Thrombosis		Discontinued; Preclinical	Q3	ASTRAZENECA PLC.	17000518	Q3	1995	2008
17500479	PL-3233	March 24, 2010					Preclinical	Melanocortin 4 receptor agonist	CCD	Preclinical - Syndrome X, Erectile dysfunction, Obesity, Diabetes mellitus; Discontinued - Erectile dysfunction		Preclinical; Discontinued	Q4	ASTRAZENECA PLC.; PALATIN TECHNOLOGIES INC.	17500479	Q4	1995	2010
17500481	PT-15	March 24, 2010					Preclinical	Melanocortin 4 receptor agonist	CCD	Preclinical - Syndrome X, Erectile dysfunction, Obesity, Diabetes mellitus; Discontinued - Erectile dysfunction		Preclinical; Discontinued	Q4	ASTRAZENECA PLC.; PALATIN TECHNOLOGIES INC.	17500481	Q4	1995	2010
16001669	A-526	3/5/2007					Preclinical	NS5B polymerase inhibitor; RNA polymerase inhibitor	CCD	Preclinical - Hepatitis C virus infection		Preclinical	Q1Q2	ASTRAZENECA PLC.	16001669	Q1Q2	1995	2007
16001669	A-526	3/5/2007					Preclinical	NS5B polymerase inhibitor; RNA polymerase inhibitor	CCD	Preclinical - Hepatitis C virus infection		Preclinical	Q1Q2	ASTRAZENECA PLC	16001669	Q1Q2	1995	2007
16001670	A-629	3/5/2007					Preclinical	NS5B polymerase inhibitor; RNA polymerase inhibitor	CCD	Preclinical - Hepatitis C virus infection		Preclinical	Q1Q2	ASTRAZENECA PLC.	16001670	Q1Q2	1995	2007
16001670	A-629	3/5/2007					Preclinical	NS5B polymerase inhibitor; RNA polymerase inhibitor	CCD	Preclinical - Hepatitis C virus infection		Preclinical	Q1Q2	ASTRAZENECA PLC	16001670	Q1Q2	1995	2007
17000004	FPL-68164	4/7/1999					Discontinued	Antiasthmatic	CCD	Discontinued - Asthma; Preclinical - Asthma		Discontinued; Preclinical	Q3	ASTRA R& D CHARNWOOD  ASTRAZENECA PLC.	17000004	Q3	1995	1999
16001264	AR-C85016	7/3/2007					Preclinical	Inducible Nitric oxide synthase inhibitor; Endothelial nitric oxidase synthase inhibitor; Neuronal nitric oxide synthase inhibitor	CCD	Preclinical - Inflammatory disease		Preclinical	Q1Q2	ASTRAZENECA PLC.	16001264	Q1Q2	1995	2007
17600161	AZ-4175	12/22/2005					No Development	Immunomodulator	CCD	Preclinical - rheumatoid, Arthritis, Transplant rejection; No Development - rheumatoid, Arthritis, Transplant rejection		Preclinical; No Development	Q2_SEP09	ASTRAZENECA PLC.	17600161	Q2_SEP09	1995	2005
17600162	AZ-977	12/22/2005					No Development	Immunomodulator	CCD	No Development - rheumatoid, Arthritis, Transplant rejection; Preclinical - rheumatoid, Arthritis, Transplant rejection		No Development; Preclinical	Q2_SEP09	ASTRAZENECA PLC.	17600162	Q2_SEP09	1995	2005
30001019	SM-324405	July 5, 2013					Preclinical	Toll-like receptor 7 agonist	CCD	Preclinical - Asthma		Preclinical	MAY12_1	ASTRAZENECA PLC	30001019	MAY12_1	1995	2013
30002034	BACMECILLINAM	September 24, 1996	PRESCRIPTION DRUG				Launched	Cell wall synthesis inhibitor	DD	Launched - Bacterial infection		Launched	APR13_3	ASTRA PHARMACEUTICALS LTD.	30002034	APR13_3	1995	1996
30002050	AZD-0635	April 04, 2012					Preclinical		CCD	Preclinical - Waldenstrom macroglobulinemia		Preclinical	OCT12_4	ASTRAZENECA PLC.	30002050	OCT12_4	1995	2012
17500833	AZD-1704	June 23, 2008		AstraZeneca plc. has discontinued the compound			Discontinued	Cannabinoid receptor 1 agonist	CCD	Discontinued - Pain; Phase I - Pain; Preclinical - Pain		Discontinued; Phase I; Preclinical	Q4	ASTRAZENECA PLC.	17500833	Q4	1995	2008
17501760	AR-R18565	1/1/2004					No Development	Calcium channel blocker	CCD	Preclinical - Ischemia; No Development - Ischemia		Preclinical; No Development	DD-JUN-09	ASTRAZENECA PLC.	17501760	DD-JUN-09	1995	2004
17600073	AZD-2423	January 30, 2015		Discontinued due to lack of safety/efficacy			Discontinued	C-C chemokine receptor 2 antagonist	CCD	Discontinued - NEUROPATHIC PAIN, CHRONIC OBSTRUCTIVE PULMONARY DISEASE; Phase II - NEUROPATHIC PAIN, CHRONIC OBSTRUCTIVE PULMONARY DISEASE		Discontinued; Phase II	Q2_SEP09	ASTRAZENECA PLC	17600073	FEB15	1995	2015
17600073	AZD-2423	January 30, 2015		Discontinued due to lack of safety/efficacy			Discontinued	C-C chemokine receptor 2 antagonist	CCD	Discontinued - NEUROPATHIC PAIN, CHRONIC OBSTRUCTIVE PULMONARY DISEASE; Phase II - NEUROPATHIC PAIN, CHRONIC OBSTRUCTIVE PULMONARY DISEASE		Discontinued; Phase II	Q2_SEP09	ASTRAZENECA PLC.	17600073	Q2_SEP09	1995	2015
17600074	AZD-6714	June 12, 2013		Part A reached a predefined stopping criteria. Relevant doses for part B could not be established based on A and subsequently study was stopped			Discontinued	Glucokinase activator	CCD	Discontinued - Diabetes		Discontinued	Q2_SEP09	ASTRAZENECA PLC.	17600074	Q2_SEP09	1995	2013
30002180	PSN-842	December 21, 2011					Preclinical	G-protein coupled receptor-119 agonist	CCD	Preclinical - Obesity, Type-2 diabetes		Preclinical	OCT12_4	ASTRAZENECA	30002180	OCT12_4	1995	2011
30000893	AZD-2115	May 17, 2012					Phase II	Bronchodilator	CCD	Phase II - Chronic obstructive pulmonary disease; Phase I - Chronic obstructive pulmonary disease		Phase II; Phase I	MAY12_1	ASTRAZENECA	30000893	MAY12_1	1995	2012
30000894	AZD-2927	September 18, 2015					Discontinued	Ion channel modulator	CCD	Discontinued - Atrial fibrillation; Phase II - Atrial fibrillation		Discontinued; Phase II	MAY12_1	ASTRAZENECA	30000894	MAY12_1	1995	2015
30000895	AZD-3839	June 30, 2015		Development of AZD-3839 has been discontinued for safety and efficacy reasons.			Discontinued	BACE inhibitor	CCD	Discontinued - Alzheimer's disease; Phase I - Alzheimer's disease		Discontinued; Phase I	MAY12_1	ASTRAZENECA	30000895	MAY12_1	1995	2015
16001413	AR-C133057-XX	7/3/2007					Preclinical	Inducible Nitric oxide synthase inhibitor; Endothelial nitric oxidase synthase inhibitor; Neuronal nitric oxide synthase inhibitor	CCD	Preclinical - Inflammatory disease		Preclinical	Q1Q2	ASTRAZENECA PLC.	16001413	Q1Q2	1995	2007
30001361	AZD-2820	September 21, 2012					Discontinued	Melanocortin receptor agonist	CCD	Discontinued - Obesity		Discontinued	MAY12_1	ASTRAZENECA	30001361	MAY12_1	1995	2012
30001419	Benzoyl Metronidazole						Launched		DD	Launched - Antimicrobial		Launched	OCT12_4	ASTRAZENECA PLC.	30001419	OCT12_4	1995	1995
30001968	AZD-3965	April 05, 2012					Phase II	Monocarboxylate transporter-1 inhibitor	CCD	Phase I - Cancer; Phase II - Cancer		Phase I; Phase II	OCT12_4	ASTRAZENECA PLC.	30001968	OCT12_4	1995	2012
17502000	AZD-8529	June 12, 2013					Discontinued	Glutamate receptor modulator	CCD	Discontinued - Schizophrenia		Discontinued; Phase II	DD-JUN-09	ASTRAZENECA PLC.	17502000	DD-JUN-09	1995	2013
30003814	Bertilimumab	December 31, 2013					Phase II	CC Chemokine ligand 11 inhibitor	CCD	Phase II - Ulcerative Colitis; Phase I - Asthma, Bullous Pemphigoid, Crohn's Disease, Ophthalmic diseases		Phase II; Phase I	JUN12	ASTRAZENECA PLC	30003814	JUN12	1995	2013
30003815	Moxetumomab pasudotox	December 31, 2013					Phase III	CD22 inhibitor	CCD	Phase III - Hairy cell leukemia; Phase II - Non-Hodgkin's lymphoma, Chronic lymphocytic leukemia		Phase III; Phase II	JUN12	ASTRAZENECA PLC	30003815	JUN12	1995	2013
30002846	661479	April 30, 2009					Preclinical	c-MET tyrosine kinase inhibitor;AXL RECEPTOR TYROSINE KINASE INHIBITOR	CCD	Preclinical - Cancer		Preclinical	JUL12_3	ASTRAZENECA AB	30002846	JUL12_3	1995	2009
30005323	NAS-438	March 13, 2013					Preclinical	5-hydroxytryptamine 1D receptor antagonist; 5-Hydroxytryptamine 1B receptor antagonist	CCD	Preclinical - Cns disorder		Preclinical	APR13_3	ASTRAZENECA	30005323	APR13_3	1995	2013
30005494	AZD-5106	September 03, 2012					Discontinued	NK2 receptor antagonist	CCD	Discontinued - OVERACTIVE BLADDER SYNDROME		Discontinued	JAN13_3	ASTRAZENECA PLC	30005494	JAN13_3	1995	2012
30003009	660964	June 07, 2012					Preclinical		CCD	Preclinical - Inflammation		Preclinical	JUL12_3	ASTRAZENECA	30003009	JUL12_3	1995	2012
30003010	660965	June 13, 2012					Preclinical		CCD	Preclinical - Inflammatory disease		Preclinical	JUL12_3	ASTRAZENECA	30003010	JUL12_3	1995	2012
30005107	AR-C70484XX	July 30, 2012					Preclinical	Cytosolic phospholipase A2 inhibitor	CCD	Preclinical - Inflammatory disease		Preclinical	JAN13_3	ASTRAZENECA AB	30005107	JAN13_3	1995	2012
30106880	AZ-311	November 05, 2012					Preclinical		CCD	Preclinical - Neuropathic pain		Preclinical	JAN13_3	ASTRAZENECA	30106880	JAN13_3	1995	2012
30106881	AZ-685	October 31, 2012					Preclinical	Tachykinin receptor 2 antagonist	CCD	Preclinical - Neuropathic pain		Preclinical	APR13_3	ASTRAZENECA AB	30106881	APR13_3	1995	2012
30005135	AR-C85095MX	July 31, 2012					Preclinical	P2Y2 RECEPTOR ANTAGONIST	CCD	Preclinical - Asthma, Arthritis, Inflammation, Connective tissue disease, Musculoskeletal disorder		Preclinical	OCT12_4	ASTRAZENECA AB	30005135	OCT12_4	1995	2012
30002847	661480	April 30, 2009					Preclinical	c-Met inhibitor;AXL RECEPTOR TYROSINE KINASE INHIBITOR	CCD	Preclinical - Cancer		Preclinical	JUL12_3	ASTRAZENECA AB	30002847	JUL12_3	1995	2009
30002848	661481	May 21, 2012					Preclinical	c-Met inhibitor;AXL RECEPTOR TYROSINE KINASE INHIBITOR	CCD	Preclinical - Cancer		Preclinical	JUL12_3	ASTRAZENECA AB	30002848	JUL12_3	1995	2012
30002849	661485	April 30, 2009					Preclinical		CCD	Preclinical - Cancer		Preclinical	JUL12_3	ASTRAZENECA PLC	30002849	JUL12_3	1995	2009
30002850	661486	April 30, 2009					Preclinical		CCD	Preclinical - Cancer		Preclinical	JUL12_3	ASTRAZENECA PLC	30002850	JUL12_3	1995	2009
30002851	661498	April 24, 2012					Preclinical		CCD	Preclinical - Cancer		Preclinical	JUL12_3	ASTRAZENECA PLC	30002851	JUL12_3	1995	2012
30002332	ARC-126313	June 04, 2012					Preclinical	P2Y2 RECEPTOR ANTAGONIST	CCD	Preclinical - Hypertension, Congestive heart failure		Preclinical	JUL12_3	ASTRAZENECA	30002332	JUL12_3	1995	2012
30006640	KU-0063794	June 26, 2012					No Development	mTOR inhibitor	CCD	No Development - Cancer		No Development	JAN13_3	ASTRAZENECA AB	30006640	JAN13_3	1995	2012
30004555	AZ-628	July 05, 2012					Preclinical	Raf kinase inhibitor	CCD	Preclinical - Cancer		Preclinical	JAN13_3	ASTRAZENECA R&D	30004555	JAN13_3	1995	2012
30004574	AZ-11645373	July 05, 2012					Preclinical	P2X7 purinoceptor antagonist	CCD	Preclinical - ARTHRITIS, NEUROPATHIC PAIN, INFLAMMATORY PAIN		Preclinical	JAN13_3	ASTRAZENECA PHARMACEUTICALS	30004574	JAN13_3	1995	2012
30002333	ARC-118925	April 12, 2012					Preclinical	P2Y2 RECEPTOR ANTAGONIST	CCD	Preclinical - Inflammatory disease		Preclinical	OCT12_4	ASTRAZENECA AB	30002333	OCT12_4	1995	2012
30005581	AP-811	September 05, 2012					Preclinical	Atrial natriuretic peptide C receptor  antagonist	CCD	Preclinical - Diuresis		Preclinical	JAN13_3	ASTRAZENECA	30005581	JAN13_3	1995	2012
30005582	ARH-044178	September 05, 2012					Preclinical	Coagulation factor VIIA inhibitor	CCD	Preclinical - THROMBOTIC DISORDER		Preclinical	JAN13_3	ASTRAZENECA	30005582	JAN13_3	1995	2012
30106579	NCR-631	November 29, 2012					Preclinical	3-Hydroxyanthranilic acid 3,4-dioxygenase inhibitor	CCD	Preclinical - Cerebrovascular disease		Preclinical	JAN13_3	ASTRA ARCUS AB	30106579	JAN13_3	1995	2012
30005952	NCQ-318	March 13, 2013					Preclinical	Dopamine D1 receptor antagonist	CCD	Preclinical - Psychiatric disorder		Preclinical	APR13_3	ASTRAZENECA	30005952	APR13_3	1995	2013
30002748	661194	April 19, 2012					Preclinical	P2X7 purinoceptor antagonist	CCD	Preclinical - Arthritis, Inflammatory bowel disease, Rheumatoid arthritis		Preclinical	JUL12_3	ASTRAZENECA AB	30002748	JUL12_3	1995	2012
30004322	FPL-14294	July 01, 2012					Preclinical	Cholecystokinin receptor agonist	CCD	Preclinical - Eating disorder		Preclinical	JAN13_3	ASTRA ARCUS USA	30004322	JAN13_3	1995	2012
30003099	ARH-050642	May 18, 2012					Discontinued	ATP-sensitive potassium channel blocker	CCD	Preclinical - Arrhythmia; Discontinued - Arrhythmia		Preclinical; Discontinued	OCT12_4	ASTRAZENECA PLC	30003099	OCT12_4	1995	2012
30005614	AZD-0275	September 05, 2012					Discontinued	Chemokine receptor antagonist	CCD	Discontinued - Chronic Obstructive Pulmonary Disease		Discontinued	JAN13_3	ASTRAZENECA PLC	30005614	JAN13_3	1995	2012
30005615	AZD-0303	September 05, 2012		Failure to meet the target product profile			Discontinued		CCD	Discontinued - Thrombosis		Discontinued	JAN13_3	ASTRA ZENECA PLC	30005615	JAN13_3	1995	2012
30005616	AZD-0902	January 03, 2013		AstraZeneca announced on 28 July 2005 that it has ceased development of AZD 0902, which had potential for the treatment of rheumatoid arthritis, because the agent did not meet the required target product profile.			Discontinued	Ion channel blocker	CCD	Discontinued - RHEUMATOID ARTHRITIS, CHRONIC OBSTRUCTIVE PULMONARY DISEASE		Discontinued	JUL13_4	ASTRAZENECA PLC.	30005616	JUL13_4	1995	2013
30005617	AZD-1134	May 06, 2013					Discontinued	5-Hydroxytryptamine 1B receptor antagonist	CCD	Discontinued - ANXIETY, DEPRESSION		Discontinued	JUL13_4	ASTRAZENECA PLC	30005617	JUL13_4	1995	2013
30005618	AZD-2315	December 31, 2012		AstraZeneca has discontinued the development of AZD2315 for Rheumatoid Arthritis as a result of its failure to meet the target product profile			Discontinued	HLA Class II histocompatibility antigen DR-1 beta chain (HLA-DRB1) antagonist	CCD	Discontinued - Rheumatoid arthritis		Discontinued	JUL13_4	ASTRAZENECA PLC.	30005618	JUL13_4	1995	2012
30005619	AZD-3841	September 04, 2012					Discontinued		CCD	Discontinued - Solid tumor		Discontinued	JAN13_3	ASTRAZENECA PLC	30005619	JAN13_3	1995	2012
30005620	AZD-7806	September 04, 2012		AstraZeneca has discontinued the development of AZD-7806 for dyslipidaemia as a result of its failure to meet the target product profile			Discontinued	Ileal sodium/bile acid cotransporter inhibitor	CCD	Discontinued - Dyslipidemia		Discontinued	JUL13_4	ASTRAZENECA	30005620	JUL13_4	1995	2012
30005634	ZD-4953	September 11, 2012					Discontinued	Prostaglandin EP1 receptor antagonist	CCD	Discontinued - HYPERALGESIA, POST-OPERATIVE PAIN		Discontinued	JAN13_3	ASTRAZENECA PLC.	30005634	JAN13_3	1995	2012
30005635	ZD-6804	September 10, 2012					Discontinued	Prostaglandin EP1 receptor antagonist	CCD	Discontinued - Pain		Discontinued	JAN13_3	ASTRAZENECA PHARMACEUTICALS	30005635	JAN13_3	1995	2012
30005636	ZD-9720	September 10, 2012					Discontinued	Oxidosqualene cyclase inhibitor	CCD	Discontinued - Hypercholesterolemia		Discontinued	JAN13_3	ASTRAZENECA AB	30005636	JAN13_3	1995	2012
30006274	AZ-599	June 12, 2012					Preclinical	Cannabinoid receptor agonist	CCD	Preclinical - Inflammatory pain		Preclinical	OCT12_4	ASTRAZENECA AB	30006274	OCT12_4	1995	2012
30006292	AZ-960	June 13, 2012					Preclinical	Janus kinase 2 inhibitor	CCD	Preclinical - Cancer		Preclinical	OCT12_4	ASTRAZENECA AB	30006292	OCT12_4	1995	2012
30004330	NPY-5RA-972	July 23, 2012					Preclinical	Neuropeptide Y5 receptor antagonist	CCD	Preclinical - Obesity		Preclinical	JAN13_3	ASTRAZENECA AB	30004330	JAN13_3	1995	2012
30004343	AZD-5597	June 29, 2012					No Development	Cyclin-dependent kinase inhibitor	CCD	Preclinical - CANCER; No Development - CANCER		Preclinical	JAN13_3	ASTRAZENECA PHARMACEUTICALS	30004343	JAN13_3	1995	2012
30001233	Levomoprolol		PRESCRIPTION DRUG				Launched		DD	Launched		Launched	MAY12_1	ASTRA ZENECA	30001233	MAY12_1	1995	1995
30001251	AZD-9773	September 18, 2015					Discontinued	TNF alpha inhibitor	CCD	Discontinued - Severe sepsis; Phase II - Severe sepsis		Discontinued; Phase II	MAY12_1	ASTRAZENECA	30001251	MAY12_1	1995	2015
30004751	GPI-688	December 06, 2012					Preclinical	Glycogen phosphorylase inhibitor	CCD	Preclinical - Type-2 diabetes		Preclinical	JAN13_3	ASTRAZENECA	30004751	JAN13_3	1995	2012
30006107	AZ-Tak-1	October 15, 2012					Preclinical	TGF-beta receptor kinase-1 inhibitor	CCD	Preclinical - LYMPHOMA		Preclinical	SEP13_4	ASTRAZENECA	30006107	SEP13_4	1995	2012
30106958	FI-1831	December 26, 2013					Preclinical		CCD	Preclinical - DERMATOLOGICAL DISORDER		Preclinical	JAN14_5	ASTRAZENECA PLC.	30106958	JAN14_5	1995	2013
30106978	ARH-069927	October 30, 2012					Preclinical	MULTIDRUG AND TOXIN EXTRUSION PROTEIN 1 INHIBITOR	CCD	Preclinical - COAGULATION DISORDERS		Preclinical	APR13_3	ASTRAZENECA AB	30106978	APR13_3	1995	2012
30107836	AZD-1419	March 28, 2016					Phase I	TOLL-LIKE RECEPTOR 9 AGONIST	CCD	Phase I - Asthma		Phase I	APR13_3	ASTRAZENECA	30107836	APR16	1995	2016
30107836	AZD-1419	March 28, 2016					Phase I	TOLL-LIKE RECEPTOR 9 AGONIST	CCD	Phase I - Asthma		Phase I	APR13_3	ASTRA ZENECA PLC	30107836	APR13_3	1995	2016
30111930	A-692345	March 07, 2013					Preclinical		CCD	Preclinical - Bacterial Infection		Preclinical	JUL13_4	ASTRAZENECA AB	30111930	JUL13_4	1995	2013
30107924	AZD-3118	November 27, 2012					Discontinued		CCD	Discontinued - Arrhythmia		Discontinued	JAN13_3	ASTRA ZENECA PLC	30107924	JAN13_3	1995	2012
30107925	AZD-7140	January 17, 2013		AstraZeneca has discontinued the development of AZD7140 as a result of their failure to meet the target profile.			Discontinued	Chemokine receptor antagonist	CCD	Phase I - RHEUMATOID ARTHRITIS; Discontinued - RHEUMATOID ARTHRITIS, CHRONIC OBSTRUCTIVE PULMONARY DISEASE		Phase I; Discontinued	JUL13_4	ASTRAZENECA PLC.	30107925	JUL13_4	1995	2013
30107927	AZD-9139	December 17, 2012					Discontinued	H+ K+ ATPase inhibitor	CCD	Discontinued - Acid-related gastrointestinal disorder		Discontinued	APR13_3	ASTRA ZENECA PLC	30107927	APR13_3	1995	2012
30107928	MEDI-562	May 06, 2013					Discontinued	Hedgehog protein inhibitor	CCD	Discontinued - Solid tumor		Discontinued	JUL13_2	ASTRAZENECA PLC.	30107928	JUL13_2	1995	2013
17600230	AZD-6319	July 5, 2013					No Development	Nicotinic acetylcholine receptor alpha 7 agonist	CCD	No Development - Alzheimer's disease; Preclinical - Alzheimer's disease		No Development; Preclinical	Q2_SEP09	ASTRAZENECA PLC	17600230	Q2_SEP09	1995	2013
30108019	NU-6086	November 30, 2012					Preclinical	CDK1 inhibitor; CDK2 inhibitor	CCD	Preclinical - Cancer		Preclinical	JAN13_3	ASTRAZENECA	30108019	JAN13_3	1995	2012
30108020	NU-6094	November 28, 2012					Preclinical	CDK1 inhibitor; CDK2 inhibitor	CCD	Preclinical - Cancer		Preclinical	JAN13_3	ASTRAZENECA	30108020	JAN13_3	1995	2012
30002181	AZD-4316	November 01, 2010					Preclinical		CCD	Preclinical - CANCER, INFECTIOUS DISEASE		Preclinical	OCT13_4	ASTRAZENECA	30002181	OCT13_4	1995	2010
30002558	663170	May 10, 2012					Preclinical	Dipeptidyl peptidase 1 inhibitor	CCD	Preclinical - Asthma, Chronic obstructive pulmonary disease, Allergic rhinitis		Preclinical	JUL12_3	ASTRAZENECA	30002558	JUL12_3	1995	2012
30002559	663171	May 10, 2012					Preclinical	Dipeptidyl peptidase 1 inhibitor	CCD	Preclinical - Asthma, Allergic rhinitis, Chronic obstructive pulmonary disease		Preclinical	JUL12_3	ASTRAZENECA AB	30002559	JUL12_3	1995	2012
30002560	663172	May 10, 2012					Preclinical	Dipeptidyl peptidase 1 inhibitor	CCD	Preclinical - Asthma, Chronic obstructive pulmonary disease, Allergic rhinitis		Preclinical	JUL12_3	ASTRAZENECA AB	30002560	JUL12_3	1995	2012
